"","Time","League","Matchup","MGM Market Name","BetRivers Market Name","Draftkings Market Name","Caesars Market Name","Fanduel Market Name","PointsBet Market Name","MGM Selection Name","BetRivers Selection Name","Draftkings Selection Name","Caesars Selection Name","Fanduel Selection","PointsBet Selection","MGM Odds","BetRivers Odds","Draftkings Odds","Caesars Odds","Fanduel Odds","PointsBet Odds","update_time"
"58","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (3.5)","Total Goals 3.5","Over/Under 3.5","Total Match Goals Over/Under 3.5 Goals","Over/Under 3.5 Goals","alternative total goals 3.5","Under 3.5","Under","Over","Under 3.5","Under 3.5","Under 3.5",-345,-305,NA,-300,-370,-350,2023-09-12 18:40:00.984976
"59","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (4.5)","Total Goals 4.5","Over/Under 4.5","Total Match Goals Over/Under 4.5 Goals","Over/Under 4.5 Goals",NA,"Over 4.5","Over","Over","Over 4.5","Over 4.5",NA,825,850,950,900,1060,NA,2023-09-12 18:40:00.984976
"60","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Total Goals (4.5)","Total Goals 4.5","Over/Under 4.5","Total Match Goals Over/Under 4.5 Goals","Over/Under 4.5 Goals",NA,"Under 4.5","Under","Under","Under 4.5","Under 4.5",NA,-2000,-2000,-2500,-1800,-2000,NA,2023-09-12 18:40:00.984976
"61","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (4.5)","Total Goals 4.5","Over/Under 4.5","Total Match Goals Over/Under 4.5 Goals","Over/Under 4.5 Goals",NA,"Over 4.5","Over","Over","Over 4.5","Over 4.5",NA,525,550,650,525,670,NA,2023-09-12 18:40:00.984976
"62","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (4.5)","Total Goals 4.5","Over/Under 4.5","Total Match Goals Over/Under 4.5 Goals","Over/Under 4.5 Goals",NA,"Under 4.5","Under","Under","Under 4.5","Under 4.5",NA,-1000,-910,-1100,-800,-1200,NA,2023-09-12 18:40:00.984976
"63","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (5.5)","Total Goals 5.5","Over/Under 5.5","Total Match Goals Over/Under 5.5 Goals","Over/Under 5.5 Goals",NA,"Over 5.5","Over","Under","Over 5.5","Over 5.5",NA,1200,1300,NA,1200,1550,NA,2023-09-12 18:40:00.984976
"64","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Total Goals (5.5)","Total Goals 5.5","Over/Under 5.5","Total Match Goals Over/Under 5.5 Goals","Over/Under 5.5 Goals",NA,"Under 5.5","Under","Under","Under 5.5","Under 5.5",NA,-4000,-5000,-6000,-3000,-3500,NA,2023-09-12 18:40:00.984976
"65","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Win Both Halves","Win Both Halves","Team to Win in Both Halves","Win Both Halves","To Win Both Halves",NA,"Chile","Chile","Chile","Chile","Chile",NA,1100,1200,1400,1000,1360,NA,2023-09-12 18:40:00.984976
"66","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Win Both Halves","Win Both Halves","Team to Win in Both Halves","Win Both Halves","To Win Both Halves",NA,"Colombia","Colombia","Colombia","Colombia","Colombia",NA,675,750,800,700,770,NA,2023-09-12 18:40:00.984976
"67","2023-09-13T00:30:00Z","South America WC Qualification, CONMEBOL","Chile-Colombia","Win Both Halves","Win Both Halves","Team to Win in Both Halves","Win Both Halves","To Win Both Halves",NA,"Neither team wins both halves","No","Chile","Chile","Chile",NA,NA,-5000,NA,NA,NA,NA,2023-09-12 18:40:00.984976
"68","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Win Both Halves","Win Both Halves","Team to Win in Both Halves","Win Both Halves","To Win Both Halves",NA,"Brazil","Brazil","Brazil","Brazil","Brazil",NA,195,210,195,205,215,NA,2023-09-12 18:40:00.984976
"69","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Win Both Halves","Win Both Halves","Team to Win in Both Halves","Win Both Halves","To Win Both Halves",NA,"Neither team wins both halves","Peru","Peru","Peru","Peru",NA,NA,4500,NA,NA,NA,NA,2023-09-12 18:40:00.984976
"70","2023-09-13T02:00:00Z","South America WC Qualification, CONMEBOL","Peru-Brazil","Win Both Halves","Win Both Halves","Team to Win in Both Halves","Win Both Halves","To Win Both Halves",NA,"Peru","Peru","Peru","Peru","Peru",NA,4000,4500,5500,3500,7500,NA,2023-09-12 18:40:00.984976
